target, id, NCounties, name, npop, nc, voteDiff, reportedMargin, dilutedMargin, estMvrs, haveMvrs, mvrsExtra, estRisk, 
false, 704, 03, Ute Pass Regional Health Service District Ballot Issue 7A1, 278677, 14565, 2423, 16.64%, 00.87%, 837, 69, -768, 74.9%, 
false, 705, [Baca], Walsh Hospital District Ballot Issue 6A, 2165, 823, 128, 15.55%, 05.91%, 122, 91, -31, 07.2%, 
true, 706, [Washington], Washington County Commissioner - District 2, 2838, 2838, 700, 24.67%, 24.67%, 28, 31, 3, 02.0%, 
false, 711, [Weld], Weld County Council - District 1, 182397, 60299, 9927, 16.46%, 05.44%, 132, 87, -45, 09.9%, 
false, 712, [Weld], Weld County School District No. RE-7 Ballot Issue 4A Mill Levy Override, 182397, 2729, 731, 26.79%, 00.40%, 1817, 87, -1730, 84.5%, 
false, 713, [Weld], Weld County School District No. RE-7 Ballot Issue 4B Bonds, 182397, 2729, 720, 26.38%, 00.39%, 1845, 87, -1758, 84.8%, 
false, 714, [Weld], Weld County School District No. RE-9 Ballot Issue 4C Bonds, 182397, 4939, 59, 01.19%, 00.03%, 22526, 87, -22439, 98.7%, 
false, 715, 02, Weld County School District RE-10J Ballot Issue 5D Bonds, 196066, 549, 3, 00.55%, 00.00%, 476241, 94, -476147, 99.9%, 
false, 716, 02, Weld County School District RE-3J Ballot Issue 5F Override, 651255, 8450, 748, 08.85%, 00.11%, 6343, 297, -6046, 84.9%, 
false, 717, 02, Weld County School District RE-8 Ballot Issue 5G Override, 229940, 7823, 490, 06.26%, 00.21%, 3418, 110, -3308, 89.3%, 
false, 718, 02, Weld County School District RE-8 Ballot Issue 5H Bonds, 229940, 7823, 607, 07.76%, 00.26%, 2759, 110, -2649, 87.0%, 
false, 719, [Routt], West Routt Fire District Ballot Issue 6A, 33261, 1576, 102, 06.47%, 00.31%, 2375, 175, -2200, 77.2%, 
false, 720, [Adams], Westminster Public Schools Ballot Issue 4C, 468858, 30262, 11562, 38.21%, 02.47%, 294, 214, -80, 07.8%, 
true, 723, [Yuma], Yuma County Court - Jones, 4719, 4719, 2131, 45.16%, 45.16%, 15, 18, 3, 01.2%, 
